,Unnamed: 0,Elapsed Time (sec),Left Stride Interval (sec),Right Stride Interval (sec),Left Swing Interval (sec),Right Swing Interval (sec),Left Swing Interval (% of stride),Right Swing Interval (% of stride),Left Stance Interval (sec),Right Stance Interval (sec),Left Stance Interval (% of stride),Right Stance Interval (% of stride),Double Support Interval (sec),Double Support Interval (% of stride),group,participant,gait,center_time,round_time
2550,2550,21.93,1.0667,1.06,0.3633,0.3833,34.06,36.16,0.7033,0.6767,65.94,63.84,0.32,30.0,control,control1,0.531675,0.0,0.0
2551,2551,23.0167,1.0867,1.0733,0.3833,0.3967,35.28,36.96,0.7033,0.6767,64.72,63.04,0.3067,28.22,control,control1,0.54,1.0867000000000004,1.0
2552,2552,24.0633,1.0467,1.0733,0.3633,0.39,34.71,36.34,0.6833,0.6833,65.29,63.66,0.2933,28.03,control,control1,0.53,2.133300000000002,2.0
2553,2553,25.1133,1.05,1.04,0.3733,0.3533,35.56,33.97,0.6767,0.6867,64.44,66.03,0.3233,30.79,control,control1,0.5225,3.183299999999999,3.0
2554,2554,26.13,1.0167,1.04,0.3567,0.3833,35.08,36.86,0.66,0.6567,64.92,63.14,0.2767,27.21,control,control1,0.514175,4.199999999999999,4.0
2555,2555,27.15,1.02,1.02,0.3367,0.3333,33.01,32.68,0.6833,0.6867,66.99,67.32,0.35,34.31,control,control1,0.51,5.219999999999999,5.0
2556,2556,28.2067,1.0567,1.0433,0.3533,0.3733,33.44,35.78,0.7033,0.67,66.56,64.22,0.33,31.23,control,control1,0.5249999999999999,6.276700000000002,6.0
2557,2557,29.27,1.0633,1.0567,0.3667,0.39,34.48,36.91,0.6967,0.6667,65.52,63.09,0.3067,28.84,control,control1,0.53,7.34,7.0
2558,2558,30.3067,1.0367,1.0433,0.3667,0.3933,35.37,37.7,0.67,0.65,64.63,62.3,0.2767,26.69,control,control1,0.52,8.3767,8.0
2559,2559,31.3533,1.0467,1.03,0.3733,0.3367,35.67,32.69,0.6733,0.6933,64.33,67.31,0.3367,32.17,control,control1,0.5191749999999999,9.423300000000001,9.0
2560,2560,32.41,1.0567,1.06,0.37,0.38,35.02,35.85,0.6867,0.68,64.98,64.15,0.3067,29.02,control,control1,0.529175,10.479999999999997,10.0
2561,2561,33.4367,1.0267,1.05,0.35,0.34,34.09,32.38,0.6767,0.71,65.91,67.62,0.3367,32.79,control,control1,0.5191749999999999,11.506700000000002,12.0
2562,2562,34.5,1.0633,1.06,0.3667,0.3567,34.48,33.65,0.6967,0.7033,65.52,66.35,0.34,31.97,control,control1,0.530825,12.57,13.0
2563,2563,35.49,0.99,1.0,0.3467,0.3367,35.02,33.67,0.6433,0.6633,64.98,66.33,0.3067,30.98,control,control1,0.4975,13.560000000000002,14.0
2564,2564,36.5333,1.0433,1.0267,0.36,0.38,34.5,37.01,0.6833,0.6467,65.5,62.99,0.3033,29.07,control,control1,0.5175,14.603299999999997,15.0
2565,2565,37.5567,1.0233,1.04,0.3567,0.3467,34.85,33.33,0.6667,0.6933,65.15,66.67,0.32,31.27,control,control1,0.515825,15.6267,16.0
2566,2566,38.61,1.0533,1.0233,0.3667,0.3733,34.81,36.48,0.6867,0.65,65.19,63.52,0.3133,29.75,control,control1,0.51915,16.68,17.0
2567,2567,39.67,1.06,1.0567,0.3667,0.3833,34.59,36.28,0.6933,0.6733,65.41,63.72,0.31,29.25,control,control1,0.529175,17.740000000000002,18.0
2568,2568,40.7333,1.0633,1.0633,0.37,0.3833,34.8,36.05,0.6933,0.68,65.2,63.95,0.31,29.15,control,control1,0.53165,18.8033,19.0
2569,2569,41.8167,1.0833,1.0667,0.37,0.39,34.15,36.56,0.7133,0.6767,65.85,63.44,0.3233,29.85,control,control1,0.5375,19.886699999999998,20.0
2570,2570,42.89,1.0733,1.0867,0.3833,0.39,35.71,35.89,0.69,0.6967,64.29,64.11,0.3,27.95,control,control1,0.54,20.96,21.0
2571,2571,43.95,1.06,1.06,0.37,0.35,34.91,33.02,0.69,0.71,65.09,66.98,0.34,32.08,control,control1,0.53,22.020000000000003,22.0
2572,2572,44.9133,0.9633,1.05,0.29,0.3733,30.1,35.56,0.6733,0.6767,69.9,64.44,0.3,31.14,control,control1,0.503325,22.9833,23.0
2573,2573,46.0167,1.1033,1.03,0.3733,0.35,33.84,33.98,0.73,0.68,66.16,66.02,0.38,34.44,control,control1,0.533325,24.0867,24.0
2574,2574,47.0533,1.0367,1.0533,0.3533,0.39,34.08,37.03,0.6833,0.6633,65.92,62.97,0.2933,28.3,control,control1,0.5225,25.1233,25.0
2575,2575,48.1,1.0467,1.02,0.3667,0.34,35.03,33.33,0.68,0.68,64.97,66.67,0.34,32.48,control,control1,0.516675,26.17,26.0
2576,2576,49.1367,1.0367,1.04,0.36,0.3667,34.73,35.26,0.6767,0.6733,65.27,64.74,0.31,29.9,control,control1,0.5191749999999999,27.206699999999998,27.0
2577,2577,50.1667,1.03,1.0267,0.3767,0.3767,36.57,36.69,0.6533,0.65,63.43,63.31,0.2767,26.86,control,control1,0.514175,28.2367,28.0
2578,2578,51.2333,1.0667,1.0533,0.38,0.3933,35.62,37.34,0.6867,0.66,64.38,62.66,0.2933,27.5,control,control1,0.53,29.3033,29.0
2579,2579,52.31,1.0767,1.08,0.3733,0.3867,34.67,35.8,0.7033,0.6933,65.33,64.2,0.3167,29.41,control,control1,0.539175,30.380000000000003,30.0
2580,2580,53.36,1.05,1.0633,0.3533,0.3533,33.65,33.23,0.6967,0.71,66.35,66.77,0.3433,32.7,control,control1,0.5283249999999999,31.43,31.0
2581,2581,54.3833,1.0233,1.06,0.3467,0.3833,33.88,36.16,0.6767,0.6767,66.12,63.84,0.2933,28.66,control,control1,0.5208250000000001,32.4533,32.0
2582,2582,55.4233,1.04,1.01,0.36,0.3767,34.62,37.29,0.68,0.6333,65.38,62.71,0.3033,29.17,control,control1,0.5125,33.4933,33.0
2583,2583,56.44,1.0167,1.0367,0.3567,0.38,35.08,36.66,0.66,0.6567,64.92,63.34,0.28,27.54,control,control1,0.51335,34.51,35.0
2584,2584,57.4433,1.0033,1.0267,0.3067,0.3533,30.56,34.42,0.6967,0.6733,69.44,65.58,0.3433,34.22,control,control1,0.5075000000000001,35.5133,36.0
2585,2585,58.52,1.0767,1.03,0.34,0.3633,31.58,35.28,0.7367,0.6667,68.42,64.72,0.3733,34.67,control,control1,0.526675,36.59,37.0
2586,2586,59.5633,1.0433,1.0367,0.37,0.3767,35.46,36.33,0.6733,0.66,64.54,63.67,0.2967,28.43,control,control1,0.52,37.6333,38.0
2587,2587,60.59,1.0267,1.0267,0.35,0.36,34.09,35.06,0.6767,0.6667,65.91,64.94,0.3167,30.84,control,control1,0.51335,38.660000000000004,39.0
2588,2588,61.6167,1.0267,1.0433,0.3367,0.34,32.79,32.59,0.69,0.7033,67.21,67.41,0.35,34.09,control,control1,0.5175,39.6867,40.0
2589,2589,62.7167,1.1,1.0833,0.3667,0.4033,33.33,37.23,0.7333,0.68,66.67,62.77,0.33,30.0,control,control1,0.545825,40.7867,41.0
2590,2590,63.7933,1.0767,1.07,0.37,0.35,34.37,32.71,0.7067,0.72,65.63,67.29,0.3567,33.13,control,control1,0.536675,41.8633,42.0
2591,2591,64.8933,1.1,1.09,0.35,0.3933,31.82,36.09,0.75,0.6967,68.18,63.91,0.3567,32.42,control,control1,0.5475000000000001,42.9633,43.0
2592,2592,65.9867,1.0933,1.0967,0.3433,0.39,31.4,35.56,0.75,0.7067,68.6,64.44,0.36,32.93,control,control1,0.5475,44.0567,44.0
2593,2593,67.06,1.0733,1.09,0.3367,0.39,31.37,35.78,0.7367,0.7,68.63,64.22,0.3467,32.3,control,control1,0.540825,45.13,45.0
2594,2594,68.0933,1.0333,1.0467,0.35,0.37,33.87,35.35,0.6833,0.6767,66.13,64.65,0.3133,30.32,control,control1,0.52,46.1633,46.0
2595,2595,69.1833,1.09,1.0633,0.34,0.3833,31.19,36.05,0.75,0.68,68.81,63.95,0.3667,33.64,control,control1,0.5383249999999999,47.2533,47.0
2596,2596,70.3167,1.1333,1.1133,0.36,0.4067,31.76,36.53,0.7733,0.7067,68.24,63.47,0.3667,32.35,control,control1,0.56165,48.3867,48.0
2597,2597,71.4,1.0833,1.1133,0.3367,0.3733,31.08,33.53,0.7467,0.74,68.92,66.47,0.3733,34.46,control,control1,0.54915,49.470000000000006,49.0
2598,2598,72.57,1.17,1.0933,0.4,0.2867,34.19,26.22,0.77,0.8067,65.81,73.78,0.4833,41.31,control,control1,0.565825,50.63999999999999,51.0
2599,2599,73.7467,1.1767,1.2267,0.36,0.4167,30.59,33.97,0.8167,0.81,69.41,66.03,0.4,33.99,control,control1,0.60085,51.816700000000004,52.0
2600,2600,74.8567,1.11,1.1233,0.3467,0.4033,31.23,35.91,0.7633,0.72,68.77,64.09,0.36,32.43,control,control1,0.558325,52.926700000000004,53.0
2601,2601,75.92,1.0633,1.0667,0.3633,0.3467,34.17,32.5,0.7,0.72,65.83,67.5,0.3533,33.23,control,control1,0.5325,53.99,54.0
2602,2602,77.0233,1.1033,1.0767,0.3667,0.3733,33.23,34.67,0.7367,0.7033,66.77,65.33,0.3633,32.93,control,control1,0.5449999999999999,55.093300000000006,55.0
2603,2603,78.1167,1.0933,1.1033,0.3533,0.3833,32.32,34.74,0.74,0.72,67.68,65.26,0.3567,32.62,control,control1,0.54915,56.186699999999995,56.0
2604,2604,79.1967,1.08,1.11,0.36,0.39,33.33,35.14,0.72,0.72,66.67,64.86,0.33,30.56,control,control1,0.5475000000000001,57.26670000000001,57.0
2605,2605,80.2467,1.05,1.06,0.3667,0.3833,34.92,36.16,0.6833,0.6767,65.08,63.84,0.3,28.57,control,control1,0.5275000000000001,58.316700000000004,58.0
2606,2606,81.31,1.0633,1.0567,0.3433,0.3867,32.29,36.59,0.72,0.67,67.71,63.41,0.3333,31.35,control,control1,0.53,59.38,59.0
2607,2607,82.37,1.06,1.0567,0.3667,0.38,34.59,35.96,0.6933,0.6767,65.41,64.04,0.3133,29.56,control,control1,0.529175,60.440000000000005,60.0
2608,2608,83.42,1.05,1.0533,0.3333,0.3833,31.75,36.39,0.7167,0.67,68.25,63.61,0.3333,31.75,control,control1,0.525825,61.49,61.0
2609,2609,84.4833,1.0633,1.06,0.36,0.3767,33.86,35.53,0.7033,0.6833,66.14,64.47,0.3267,30.72,control,control1,0.530825,62.5533,63.0
2610,2610,85.5333,1.05,1.0667,0.34,0.3967,32.38,37.19,0.71,0.67,67.62,62.81,0.3133,29.84,control,control1,0.529175,63.6033,64.0
2611,2611,86.5833,1.05,1.04,0.33,0.35,31.43,33.65,0.72,0.69,68.57,66.35,0.37,35.24,control,control1,0.5225,64.6533,65.0
