,Unnamed: 0,Elapsed Time (sec),Left Stride Interval (sec),Right Stride Interval (sec),Left Swing Interval (sec),Right Swing Interval (sec),Left Swing Interval (% of stride),Right Swing Interval (% of stride),Left Stance Interval (sec),Right Stance Interval (sec),Left Stance Interval (% of stride),Right Stance Interval (% of stride),Double Support Interval (sec),Double Support Interval (% of stride),group,participant,gait,center_time,round_time
4092,4092,22.4867,1.05,1.03,0.3967,0.3867,37.78,37.54,0.6533,0.6433,62.22,62.46,0.2667,25.4,control,control7,0.52,0.0,0.0
4093,4093,23.5467,1.06,1.05,0.3967,0.3933,37.42,37.46,0.6633,0.6567,62.58,62.54,0.27,25.47,control,control7,0.5275000000000001,1.0600000000000023,1.0
4094,4094,24.57,1.0233,1.0467,0.3833,0.3733,37.46,35.67,0.64,0.6733,62.54,64.33,0.2667,26.06,control,control7,0.5175000000000001,2.0833000000000013,2.0
4095,4095,25.6233,1.0533,1.0467,0.4067,0.3967,38.61,37.9,0.6467,0.65,61.39,62.1,0.25,23.73,control,control7,0.5249999999999999,3.1366000000000014,3.0
4096,4096,26.6833,1.06,1.05,0.4067,0.4067,38.36,38.73,0.6533,0.6433,61.64,61.27,0.2467,23.27,control,control7,0.5275000000000001,4.1966,4.0
4097,4097,27.74,1.0567,1.0567,0.3933,0.3967,37.22,37.54,0.6633,0.66,62.78,62.46,0.2667,25.24,control,control7,0.52835,5.253299999999999,5.0
4098,4098,28.7867,1.0467,1.0633,0.3933,0.4067,37.58,38.24,0.6533,0.6567,62.42,61.76,0.2467,23.57,control,control7,0.5275,6.300000000000001,6.0
4099,4099,29.8367,1.05,1.04,0.3967,0.3967,37.78,38.14,0.6533,0.6433,62.22,61.86,0.2567,24.44,control,control7,0.5225,7.350000000000001,7.0
4100,4100,30.9033,1.0667,1.0533,0.41,0.3933,38.44,37.34,0.6567,0.66,61.56,62.66,0.2633,24.69,control,control7,0.53,8.416600000000003,8.0
4101,4101,31.95,1.0467,1.0733,0.3933,0.4067,37.58,37.89,0.6533,0.6667,62.42,62.11,0.2467,23.57,control,control7,0.53,9.4633,9.0
4102,4102,33.0233,1.0733,1.0567,0.3933,0.41,36.65,38.8,0.68,0.6467,63.35,61.2,0.27,25.16,control,control7,0.5325,10.5366,11.0
4103,4103,34.0767,1.0533,1.0567,0.3967,0.3933,37.66,37.22,0.6567,0.6633,62.34,62.78,0.2633,25.0,control,control7,0.5275,11.590000000000003,12.0
4104,4104,35.1433,1.0667,1.0467,0.4167,0.3967,39.06,37.9,0.65,0.65,60.94,62.1,0.2533,23.75,control,control7,0.52835,12.656600000000005,13.0
4105,4105,36.2033,1.06,1.0567,0.4133,0.3867,38.99,36.59,0.6467,0.67,61.01,63.41,0.26,24.53,control,control7,0.529175,13.7166,14.0
4106,4106,37.23,1.0267,1.0467,0.39,0.3733,37.99,35.67,0.6367,0.6733,62.01,64.33,0.2633,25.65,control,control7,0.51835,14.743299999999998,15.0
4107,4107,38.27,1.04,1.0433,0.4,0.39,38.46,37.38,0.64,0.6533,61.54,62.62,0.25,24.04,control,control7,0.520825,15.783300000000004,16.0
4108,4108,39.3233,1.0533,1.0533,0.4,0.3933,37.97,37.34,0.6533,0.66,62.03,62.66,0.26,24.68,control,control7,0.52665,16.836600000000004,17.0
4109,4109,40.3567,1.0333,1.0367,0.3967,0.39,38.39,37.62,0.6367,0.6467,61.61,62.38,0.2467,23.87,control,control7,0.5175000000000001,17.869999999999997,18.0
4110,4110,41.38,1.0233,1.0367,0.38,0.3867,37.13,37.3,0.6433,0.65,62.87,62.7,0.2567,25.08,control,control7,0.515,18.893300000000004,19.0
4111,4111,42.4167,1.0367,1.03,0.3867,0.3833,37.3,37.22,0.65,0.6467,62.7,62.78,0.2667,25.72,control,control7,0.516675,19.93,20.0
4112,4112,43.5,1.0833,1.0433,0.4267,0.4,39.38,38.34,0.6567,0.6433,60.62,61.66,0.2567,23.69,control,control7,0.53165,21.0133,21.0
4113,4113,44.52,1.02,1.0567,0.39,0.39,38.24,36.91,0.63,0.6667,61.76,63.09,0.24,23.53,control,control7,0.5191749999999999,22.033300000000004,22.0
4114,4114,45.63,1.11,1.06,0.43,0.4167,38.74,39.31,0.68,0.6433,61.26,60.69,0.2633,23.72,control,control7,0.5425,23.143300000000004,23.0
4115,4115,46.7367,1.1067,1.1267,0.4067,0.4467,36.75,39.64,0.7,0.68,63.25,60.36,0.2533,22.89,control,control7,0.55835,24.25,24.0
4116,4116,47.8,1.0633,1.07,0.4033,0.4,37.93,37.38,0.66,0.67,62.07,62.62,0.26,24.45,control,control7,0.533325,25.313299999999998,25.0
4117,4117,48.8333,1.0333,1.05,0.39,0.3933,37.74,37.46,0.6433,0.6567,62.26,62.54,0.25,24.19,control,control7,0.5208250000000001,26.346600000000002,26.0
4118,4118,49.9233,1.09,1.0633,0.4167,0.4,38.23,37.62,0.6733,0.6633,61.77,62.38,0.2733,25.08,control,control7,0.5383249999999999,27.4366,27.0
4119,4119,50.9867,1.0633,1.0833,0.39,0.3933,36.68,36.31,0.6733,0.69,63.32,63.69,0.28,26.33,control,control7,0.53665,28.5,28.0
4120,4120,52.05,1.0633,1.0533,0.3833,0.3733,36.05,35.44,0.68,0.68,63.95,64.56,0.3067,28.84,control,control7,0.52915,29.563299999999998,30.0
4121,4121,53.09,1.04,1.07,0.38,0.3933,36.54,36.76,0.66,0.6767,63.46,63.24,0.2667,25.64,control,control7,0.5275000000000001,30.603300000000004,31.0
4122,4122,54.1267,1.0367,1.0067,0.41,0.3733,39.55,37.09,0.6267,0.6333,60.45,62.91,0.2533,24.44,control,control7,0.51085,31.64,32.0
4123,4123,55.19,1.0633,1.0667,0.3967,0.4,37.3,37.5,0.6667,0.6667,62.7,62.5,0.2667,25.08,control,control7,0.5325,32.7033,33.0
4124,4124,56.2933,1.1033,1.0733,0.4267,0.3867,38.67,36.02,0.6767,0.6867,61.33,63.98,0.29,26.28,control,control7,0.5441499999999999,33.8066,34.0
4125,4125,57.4133,1.12,1.1233,0.42,0.4067,37.5,36.2,0.7,0.7167,62.5,63.8,0.2933,26.19,control,control7,0.560825,34.9266,35.0
4126,4126,58.6633,1.25,1.2267,0.4333,0.5233,34.67,42.66,0.8167,0.7033,65.33,57.34,0.2933,23.47,control,control7,0.619175,36.1766,36.0
4127,4127,59.8233,1.16,1.2,0.4167,0.46,35.92,38.33,0.7433,0.74,64.08,61.67,0.2833,24.43,control,control7,0.59,37.336600000000004,37.0
4128,4128,60.95,1.1267,1.1133,0.4333,0.4233,38.46,38.02,0.6933,0.69,61.54,61.98,0.27,23.96,control,control7,0.56,38.463300000000004,38.0
4129,4129,62.02,1.07,1.0967,0.3967,0.4067,37.07,37.08,0.6733,0.69,62.93,62.92,0.2667,24.92,control,control7,0.541675,39.533300000000004,40.0
4130,4130,63.1067,1.0867,1.07,0.4,0.3967,36.81,37.07,0.6867,0.6733,63.19,62.93,0.29,26.69,control,control7,0.539175,40.62,41.0
4131,4131,64.1933,1.0867,1.08,0.4133,0.3767,38.04,34.88,0.6733,0.7033,61.96,65.12,0.2967,27.3,control,control7,0.541675,41.706599999999995,42.0
4132,4132,65.26,1.0667,1.09,0.4067,0.3933,38.12,36.09,0.66,0.6967,61.88,63.91,0.2667,25.0,control,control7,0.539175,42.773300000000006,43.0
4133,4133,66.3067,1.0467,1.05,0.3967,0.3833,37.9,36.51,0.65,0.6667,62.1,63.49,0.2667,25.48,control,control7,0.5241750000000001,43.82000000000001,44.0
4134,4134,67.3667,1.06,1.0567,0.4067,0.4,38.36,37.85,0.6533,0.6567,61.64,62.15,0.2533,23.9,control,control7,0.529175,44.879999999999995,45.0
4135,4135,68.4167,1.05,1.0533,0.3933,0.3833,37.46,36.39,0.6567,0.67,62.54,63.61,0.2733,26.03,control,control7,0.525825,45.93000000000001,46.0
4136,4136,69.4767,1.06,1.0467,0.4,0.3767,37.74,35.99,0.66,0.67,62.26,64.01,0.2833,26.73,control,control7,0.526675,46.989999999999995,47.0
4137,4137,70.55,1.0733,1.0633,0.4167,0.3867,38.82,36.36,0.6567,0.6767,61.18,63.64,0.27,25.16,control,control7,0.5341499999999999,48.0633,48.0
4138,4138,71.5967,1.0467,1.0767,0.3967,0.3967,37.9,36.84,0.65,0.68,62.1,63.16,0.2533,24.2,control,control7,0.53085,49.11,49.0
4139,4139,72.6567,1.06,1.05,0.4033,0.3867,38.05,36.83,0.6567,0.6633,61.95,63.17,0.27,25.47,control,control7,0.5275000000000001,50.17,50.0
4140,4140,73.7233,1.0667,1.0667,0.4033,0.3867,37.81,36.25,0.6633,0.68,62.19,63.75,0.2767,25.94,control,control7,0.53335,51.236599999999996,51.0
4141,4141,74.7667,1.0433,1.0533,0.3833,0.3833,36.74,36.39,0.66,0.67,63.26,63.61,0.2767,26.52,control,control7,0.5241499999999999,52.28,52.0
4142,4142,75.8067,1.04,1.0533,0.3867,0.39,37.18,37.03,0.6533,0.6633,62.82,62.97,0.2633,25.32,control,control7,0.523325,53.32000000000001,53.0
4143,4143,76.89,1.0833,1.0633,0.4,0.4,36.92,37.62,0.6833,0.6633,63.08,62.38,0.2833,26.15,control,control7,0.53665,54.4033,54.0
4144,4144,77.94,1.05,1.0467,0.4,0.3733,38.1,35.67,0.65,0.6733,61.9,64.33,0.2767,26.35,control,control7,0.5241750000000001,55.4533,55.0
4145,4145,78.9767,1.0367,1.05,0.3933,0.3867,37.94,36.83,0.6433,0.6633,62.06,63.17,0.2567,24.76,control,control7,0.521675,56.489999999999995,56.0
4146,4146,80.0267,1.05,1.04,0.4,0.3833,38.1,36.86,0.65,0.6567,61.9,63.14,0.2667,25.4,control,control7,0.5225,57.540000000000006,58.0
4147,4147,81.0533,1.0267,1.04,0.3867,0.3833,37.66,36.86,0.64,0.6567,62.34,63.14,0.2567,25.0,control,control7,0.516675,58.566599999999994,59.0
4148,4148,82.11,1.0567,1.0433,0.4,0.3933,37.85,37.7,0.6567,0.65,62.15,62.3,0.2633,24.92,control,control7,0.5249999999999999,59.6233,60.0
4149,4149,83.17,1.06,1.05,0.4033,0.3933,38.05,37.46,0.6567,0.6567,61.95,62.54,0.2633,24.84,control,control7,0.5275000000000001,60.6833,61.0
4150,4150,84.2233,1.0533,1.0533,0.4,0.3767,37.97,35.76,0.6533,0.6767,62.03,64.24,0.2767,26.27,control,control7,0.52665,61.736599999999996,62.0
4151,4151,85.2867,1.0633,1.0767,0.3967,0.3933,37.3,36.53,0.6667,0.6833,62.7,63.47,0.2733,25.71,control,control7,0.5349999999999999,62.8,63.0
4152,4152,86.3433,1.0567,1.06,0.3967,0.3933,37.54,37.11,0.66,0.6667,62.46,62.89,0.2667,25.24,control,control7,0.529175,63.8566,64.0
4153,4153,87.4067,1.0633,1.05,0.4067,0.3833,38.24,36.51,0.6567,0.6667,61.76,63.49,0.2733,25.71,control,control7,0.5283249999999999,64.92,65.0
4154,4154,88.4667,1.06,1.0667,0.3967,0.3933,37.42,36.88,0.6633,0.6733,62.58,63.12,0.27,25.47,control,control7,0.531675,65.98,66.0
4155,4155,89.5133,1.0467,1.06,0.39,0.3933,37.26,37.11,0.6567,0.6667,62.74,62.89,0.2633,25.16,control,control7,0.526675,67.0266,67.0
4156,4156,90.59,1.0767,1.04,0.4133,0.3867,38.39,37.18,0.6633,0.6533,61.61,62.82,0.2767,25.7,control,control7,0.529175,68.1033,68.0
4157,4157,91.6567,1.0667,1.0833,0.4033,0.4,37.81,36.92,0.6633,0.6833,62.19,63.08,0.2633,24.69,control,control7,0.5375,69.17,69.0
4158,4158,92.71,1.0533,1.0567,0.3967,0.3767,37.66,35.65,0.6567,0.68,62.34,64.35,0.28,26.58,control,control7,0.5275,70.2233,70.0
4159,4159,93.8033,1.0933,1.0933,0.4067,0.4167,37.2,38.11,0.6867,0.6767,62.8,61.89,0.27,24.7,control,control7,0.54665,71.3166,71.0
4160,4160,94.85,1.0467,1.0533,0.3933,0.39,37.58,37.03,0.6533,0.6633,62.42,62.97,0.2633,25.16,control,control7,0.5249999999999999,72.3633,72.0
4161,4161,95.9233,1.0733,1.0667,0.4067,0.3967,37.89,37.19,0.6667,0.67,62.11,62.81,0.27,25.16,control,control7,0.5349999999999999,73.4366,73.0
4162,4162,96.9867,1.0633,1.0667,0.4,0.3933,37.62,36.88,0.6633,0.6733,62.38,63.12,0.27,25.39,control,control7,0.5325,74.5,74.0
4163,4163,98.0833,1.0967,1.08,0.4133,0.3967,37.69,36.73,0.6833,0.6833,62.31,63.27,0.2867,26.14,control,control7,0.5441750000000001,75.5966,76.0
4164,4164,99.19,1.1067,1.1033,0.4167,0.4067,37.65,36.86,0.69,0.6967,62.35,63.14,0.2833,25.6,control,control7,0.5525,76.7033,77.0
4165,4165,100.2667,1.0767,1.09,0.4,0.4,37.15,36.7,0.6767,0.69,62.85,63.3,0.2767,25.7,control,control7,0.541675,77.78,78.0
4166,4166,101.34,1.0733,1.0733,0.3967,0.3933,36.96,36.65,0.6767,0.68,63.04,63.35,0.2833,26.4,control,control7,0.53665,78.8533,79.0
4167,4167,102.3967,1.0567,1.0867,0.38,0.4,35.96,36.81,0.6767,0.6867,64.04,63.19,0.2767,26.18,control,control7,0.5358499999999999,79.91,80.0
4168,4168,103.4467,1.05,1.02,0.39,0.37,37.14,36.27,0.66,0.65,62.86,63.73,0.29,27.62,control,control7,0.5175000000000001,80.96000000000001,81.0
4169,4169,104.5267,1.08,1.08,0.4033,0.4,37.35,37.04,0.6767,0.68,62.65,62.96,0.2767,25.62,control,control7,0.54,82.04,82.0
4170,4170,105.5767,1.05,1.0667,0.3967,0.3933,37.78,36.88,0.6533,0.6733,62.22,63.12,0.26,24.76,control,control7,0.529175,83.09,83.0
4171,4171,106.6233,1.0467,1.04,0.4,0.38,38.22,36.54,0.6467,0.66,61.78,63.46,0.2667,25.48,control,control7,0.521675,84.1366,84.0
4172,4172,107.6867,1.0633,1.04,0.4133,0.3833,38.87,36.86,0.65,0.6567,61.13,63.14,0.2667,25.08,control,control7,0.525825,85.2,85.0
4173,4173,108.74,1.0533,1.0767,0.3933,0.39,37.34,36.22,0.66,0.6867,62.66,63.78,0.27,25.63,control,control7,0.5325,86.2533,86.0
4174,4174,109.8267,1.0867,1.0633,0.4067,0.3867,37.42,36.36,0.68,0.6767,62.58,63.64,0.2933,26.99,control,control7,0.5375,87.34,87.0
4175,4175,110.9267,1.1,1.08,0.42,0.3767,38.18,34.88,0.68,0.7033,61.82,65.12,0.3033,27.58,control,control7,0.545,88.44,88.0
4176,4176,112.03,1.1033,1.11,0.42,0.4,38.07,36.04,0.6833,0.71,61.93,63.96,0.2833,25.68,control,control7,0.5533250000000001,89.5433,90.0
4177,4177,113.21,1.18,1.1633,0.4233,0.4767,35.88,40.97,0.7567,0.6867,64.12,59.03,0.28,23.73,control,control7,0.585825,90.7233,91.0
4178,4178,114.3333,1.1233,1.1467,0.4133,0.4333,36.8,37.79,0.71,0.7133,63.2,62.21,0.2767,24.63,control,control7,0.5675,91.8466,92.0
4179,4179,115.45,1.1167,1.12,0.4233,0.41,37.91,36.61,0.6933,0.71,62.09,63.39,0.2833,25.37,control,control7,0.559175,92.9633,93.0
4180,4180,116.5433,1.0933,1.11,0.4133,0.41,37.8,36.94,0.68,0.7,62.2,63.06,0.27,24.7,control,control7,0.550825,94.0566,94.0
4181,4181,117.6,1.0567,1.07,0.3933,0.4,37.22,37.38,0.6633,0.67,62.78,62.62,0.2633,24.92,control,control7,0.531675,95.1133,95.0
4182,4182,118.6667,1.0667,1.0533,0.4033,0.39,37.81,37.03,0.6633,0.6633,62.19,62.97,0.2733,25.62,control,control7,0.53,96.18,96.0
4183,4183,119.7233,1.0567,1.06,0.4033,0.3833,38.17,36.16,0.6533,0.6767,61.83,63.84,0.27,25.55,control,control7,0.529175,97.2366,97.0
4184,4184,120.7833,1.06,1.06,0.4033,0.39,38.05,36.79,0.6567,0.67,61.95,63.21,0.2667,25.16,control,control7,0.53,98.2966,98.0
4185,4185,121.8267,1.0433,1.0633,0.3933,0.3967,37.7,37.3,0.65,0.6667,62.3,62.7,0.2533,24.28,control,control7,0.52665,99.34,99.0
4186,4186,122.8667,1.04,1.0333,0.4,0.39,38.46,37.74,0.64,0.6433,61.54,62.26,0.25,24.04,control,control7,0.518325,100.38,100.0
