,Unnamed: 0,Elapsed Time (sec),Left Stride Interval (sec),Right Stride Interval (sec),Left Swing Interval (sec),Right Swing Interval (sec),Left Swing Interval (% of stride),Right Swing Interval (% of stride),Left Stance Interval (sec),Right Stance Interval (sec),Left Stance Interval (% of stride),Right Stance Interval (% of stride),Double Support Interval (sec),Double Support Interval (% of stride),group,participant,gait,center_time,round_time
7161,7161,21.8067,1.1233,1.0333,0.4133,0.3467,36.8,33.55,0.71,0.6867,63.2,66.45,0.3633,32.34,hunt,hunt3,0.53915,0.0,0.0
7162,7162,22.81,1.0033,1.0767,0.3433,0.37,34.22,34.37,0.66,0.7067,65.78,65.63,0.29,28.9,hunt,hunt3,0.52,1.0032999999999994,1.0
7163,7163,23.6767,0.8667,0.93,0.2633,0.21,30.38,22.58,0.6033,0.72,69.62,77.42,0.3933,45.38,hunt,hunt3,0.449175,1.870000000000001,2.0
7164,7164,24.7267,1.05,0.96,0.3867,0.3667,36.83,38.19,0.6633,0.5933,63.17,61.81,0.2967,28.25,hunt,hunt3,0.5025,2.9200000000000017,3.0
7165,7165,25.7267,1.0,1.0667,0.3133,0.38,31.33,35.62,0.6867,0.6867,68.67,64.38,0.3067,30.67,hunt,hunt3,0.516675,3.9200000000000017,4.0
7166,7166,26.8367,1.11,1.02,0.3667,0.3833,33.03,37.58,0.7433,0.6367,66.97,62.42,0.36,32.43,hunt,hunt3,0.5325,5.030000000000001,5.0
7167,7167,28.0833,1.2467,1.23,0.4033,0.5067,32.35,41.19,0.8433,0.7233,67.65,58.81,0.3367,27.01,hunt,hunt3,0.619175,6.276600000000002,6.0
7168,7168,29.13,1.0467,1.1133,0.3033,0.3833,28.98,34.43,0.7433,0.73,71.02,65.57,0.36,34.39,hunt,hunt3,0.54,7.3233,7.0
7169,7169,30.1867,1.0567,1.0867,0.3333,0.42,31.55,38.65,0.7233,0.6667,68.45,61.35,0.3033,28.71,hunt,hunt3,0.5358499999999999,8.379999999999999,8.0
7170,7170,31.1367,0.95,0.9467,0.31,0.2667,32.63,28.17,0.64,0.68,67.37,71.83,0.3733,39.3,hunt,hunt3,0.474175,9.330000000000002,9.0
7171,7171,32.27,1.1333,0.9833,0.3767,0.34,33.24,34.58,0.7567,0.6433,66.76,65.42,0.4167,36.76,hunt,hunt3,0.52915,10.463300000000004,10.0
7172,7172,33.4567,1.1867,1.29,0.41,0.5067,34.55,39.28,0.7767,0.7833,65.45,60.72,0.27,22.75,hunt,hunt3,0.619175,11.649999999999999,12.0
7173,7173,34.6567,1.2,1.1467,0.4067,0.45,33.89,39.24,0.7933,0.6967,66.11,60.76,0.3433,28.61,hunt,hunt3,0.5866750000000001,12.850000000000001,13.0
7174,7174,35.8467,1.19,1.1967,0.3867,0.4633,32.49,38.72,0.8033,0.7333,67.51,61.28,0.34,28.57,hunt,hunt3,0.5966750000000001,14.04,14.0
7175,7175,36.9333,1.0867,1.0833,0.4233,0.37,38.96,34.15,0.6633,0.7133,61.04,65.85,0.2933,26.99,hunt,hunt3,0.5425,15.126600000000003,15.0
7176,7176,38.2,1.2667,1.15,0.55,0.3767,43.42,32.75,0.7167,0.7733,56.58,67.25,0.34,26.84,hunt,hunt3,0.6041749999999999,16.393300000000004,16.0
7177,7177,39.1833,0.9833,1.2633,0.2733,0.4,27.8,31.66,0.71,0.8633,72.2,68.34,0.31,31.53,hunt,hunt3,0.56165,17.376600000000003,17.0
7178,7178,40.1433,0.96,0.8833,0.33,0.2367,34.38,26.79,0.63,0.6467,65.62,73.21,0.3933,40.97,hunt,hunt3,0.460825,18.336600000000004,18.0
7179,7179,41.21,1.0667,1.02,0.33,0.3767,30.94,36.93,0.7367,0.6433,69.06,63.07,0.36,33.75,hunt,hunt3,0.521675,19.4033,19.0
7180,7180,42.4033,1.1933,1.1267,0.42,0.43,35.2,38.17,0.7733,0.6967,64.8,61.83,0.3433,28.77,hunt,hunt3,0.5800000000000001,20.596600000000002,21.0
7181,7181,43.4033,1.0,1.04,0.3233,0.27,32.33,25.96,0.6767,0.77,67.67,74.04,0.4067,40.67,hunt,hunt3,0.51,21.596600000000002,22.0
7182,7182,44.55,1.1467,1.15,0.41,0.4333,35.76,37.68,0.7367,0.7167,64.24,62.32,0.3033,26.45,hunt,hunt3,0.574175,22.743299999999998,23.0
7183,7183,45.73,1.18,1.1733,0.3367,0.41,28.53,34.94,0.8433,0.7633,71.47,65.06,0.4333,36.72,hunt,hunt3,0.588325,23.923299999999998,24.0
7184,7184,46.97,1.24,1.18,0.4367,0.4333,35.22,36.72,0.8033,0.7467,64.78,63.28,0.37,29.84,hunt,hunt3,0.605,25.1633,25.0
7185,7185,48.23,1.26,1.26,0.4067,0.4833,32.28,38.36,0.8533,0.7767,67.72,61.64,0.37,29.37,hunt,hunt3,0.63,26.423299999999998,26.0
